ID	Valid	SU	Fn	NFn	Ctx	Form	Root
cabang	1		n		-	-	cabang
cacat	1	cacad	a		-	-	cacad
cadangan	1	sérép	n		-	-	sérép
cadangan	1	anco	n		-	-	anco
cahaya	1	cahya	n		-	-	cahya
cair	1	éncér	a		-	-	éncér
cakap	1	rancagé	a		-	-	rancagé
cakar	1	koét	v		-	-	koét
cakupan	1	wengkuan	n		-	-	wengku
calon	1		n		-	-	calon
cambuk	1	pecut	n		-	-	pecut
campur	1		v		-	-	campur
campuran	1		n		-	-	campur
canggung	1	kaku	a		-	-	kaku
cangkul	1	pacul	n		-	-	pacul
cantik	1	geulis	a		-	-	geulis
caping	1	dudukuy	n				
capung	1	papatong	n		sato	-	papatong
cara	1		n		-	-	cara
cara	0	lingger	-				lingger
caranya	1	carana	n		-	-	cara
cari	1	téang	v		-	-	téang
catatan	1	catetan	n		-	-	catet
cebok	0	isang	-				isang
cedera	1	tatu	n		-	-	tatu
cegukan	1	sisidueun	v		-	-	sisidueun
cek	1	cék	v		-	-	cék
cekung	1	kewung	a		-	-	kewung
celana	1	calana	n		-	-	calana
celoteh	0	ngeceblek	-				ngeceblek
cemberut	1	kuraweud	a		awak	-	kuraweud
cemberut	1	bangkerut	a		-	-	bangkerut
cemburu	1	timburu	a		-	-	timburu
cenderung	1	condong	a		-	-	condong
cengeng	0	épés méér	-				méér
cepat	1	gancang	a		waktu	-	gancang
cepat-cepat	1	buru-buru	ad		-	-	buru
cepatlah	1	geuwat 	-		waktu	-	geuwat 
cerdas	1	calakan	a		-	-	calakan
cerewet	1	céréwét	a		-	-	céréwét
ceria	1	marahmay	a		awak	-	marahmay
cerita	1	carita	n		-	-	carita
ceriwis	1	ciriwis	a		-	-	ciriwis
cermin	1	eunteung	n		imah	-	eunteung
cetak	1	citak	v		-	-	citak
cetakan	1	citakan	n		-	-	citak
cetaknya	1	citakna	v		-	-	citak
cibir	1	jebi	v		-	-	jebi
cincin	1	lélépén	n		-	-	lélépén
cinta	1	tresna	n		-	-	tresna
cinta	1		n		-	-	cinta
cinta	1	asih	n		-	-	bogoh
cintai	1	cinta	vi				cinta
ciprat	1	sebrét	a		-	-	sebrét
ciprat	0	sebrut	-				sebrut
ciprat	0	sebrot	-				sebrot
cipta	1		v		-	-	cipta
citra	1	wangwangan	-		-	-	wangwang
ciut	1	ngeleper	a		-	-	keleper
coba	1		v		-	-	coba
cocok	1	cocog	a		-	-	cocog
coklat	1		a		warna	-	coklat
colok	1		v		-	-	colok
contoh	1	conto	n		-	-	conto
contohnya	1	contona	n		-	-	conto
copot	1	coplok	a		-	-	coplok
cuci	1	kumbah	v		-	-	kumbah
cukup	1		a		-	-	cukup
cukur	0	paras	-				paras
culik	1		v		-	-	culik
cungkil	1	cokél	v		-	-	cokel
curam	1	nangtawing	a		topograpi	-	nangtawing
curam	0	nawing	-				nawing
curi	0	badog	-				badog
dada	1	harigu	n		awak	-	harigu
dadakan	1	ngadadak	a		-	-	dadak
daerah	1	wewengkon	n		-	-	wewengkon
daerah	0	daérah	n		-	-	daérah
daerahnya	0	daérahna	-				daérah
daftar	1	daptar	v		-	-	daptar
dagang	1		-		-	-	dagang
dagangan	1		-		-	-	dagang
daging	1		-		-	-	daging
dagu	1	gado	n		awak	-	gado
dahak	1	reuhak	n		awak	-	reuhak
dahlia	1		n		-	-	dahlia
dalam	1	jero	a		-	-	jero
dalamnya	1	jerona	-		-	-	jero
damai	1	tengtrem	a		-	-	tengtrem
damar	1		n		-	-	damar
dampak	1	akibat	n		-	-	akibat
damping	1	sanding	v		-	-	sanding
dana	1		n		-	-	dana
dangdut	1		n		-	-	dangdut
dangkal	1	déét	a		-	-	deet
dapur	1	pawon	n		imah	-	pawon
darah	1	getih	n		awak	-	getih
darat	1		n		-	-	darat
daratan	1		n		-	-	darat
dari-nya	1	ti Mantenna	-		agama	-	manten
dasar	1		n		-	-	dasar
dasarnya	1	dasarna	n		-	-	dasar
data	1		n		-	-	data
data-datanya	1	data-datana	n		-	-	data
datang	1		v		-	-	datang
datangnya	1	datangna	n		-	-	datang
debug	1	nindes	-		-	-	nindes
dedak	1	dedek	n		-	-	dedek
dedaunan	1	dangdaunan	n		-	-	daun
dekade	1	dékadeu	n		waktu	-	dékadeu
dekat	0	landes	-				landes
delapan	1	dalapan	b		-	-	dalapan
delegasi	1		n		-	-	delegasi
delta	1	bungin	n		topograpi	-	bungin
demam	0	nyenyepan	-				nyenyepan
demografi	1	démografi	n		élmu	-	démografi
demokrasi	1	démokrasi	n		-	-	démokrasi
demokrat	1	démokrat	n		-	-	démokrat
demokratis	1		a		-	-	demokratis
dengar	1	déngé	vi		-	-	dangu
dengarkan	1	déngékeun	vi		-	-	dangu
dengki	0	julig	-				julig
depannya	1	hareupeunana	-		-	-	hareup
depot	1	dépot	n		-	-	dépot
dermaga	1	darmaga	n		-	-	darmaga
dermawan	1	balabah	a		-	-	balabah
desa	1	désa	n		-	-	désa
desain	1		n		-	-	desain
desainnya	1	desainna	n		-	-	desain
desember	1	désémber	n		waktu	-	désémber
desing	0	hieng	-				hieng
destinasi	1		n				
detail	1	rinci	a		-	-	rinci
detik	1		n		-	-	detik
devisa	1	dévisa	n		-	-	dévisa
dewa	1	déwa	n		-	-	déwa
dewan	1	déwan	n		-	-	déwan
déwasa	1	sawawa	a		-	-	sawawa
diacungi	1	diacungan	vp		-	-	acung
diadakan	1	diayakeun	vp		-	-	aya
diadakannya	1	diayakeunana	vp		-	-	aya
diadili	1	diadilan	vp		-	-	adil
diadopsi	1		vp		-	-	adopsi
diadukan	1	dilaporkeun	vp		-	-	adu
diagram	1		n		-	-	diagram
diajak	1		vp		-	-	ajak
diakhiri	1	ditungtungan	vp		-	-	tungtung
diakhiri	1	dipungkas	vp		-	-	pungkas
diakibatkan	1	dibalukarkeun	vp		-	-	balukar
diaktifkan	1	diaktifkeun	vp		-	-	aktif
diakui	1	diaku	vp		-	-	aku
diakuinya	1	diaku	vp		-	-	aku
dialami	1	dialaman	vp		-	-	alam
dialaminya	1	kaalaman ku manéhna	vp		-	-	alam
dialihkan	1	dipindahkeun	vp		-	-	pindah
diam	1	cicing	v		-	-	cicing
diam	0	répéh	-				répéh
diambil	1	dicokot	vp		-	-	cokot
diam-diam	1	rerencepan	ad		-	-	rencep
dianggap	1		vp		-	-	anggap
dianggarkan	1	dianggarkeun	vp		-	-	anggar
diangkat	1		vp		-	-	angkat
diangkut	1	dikunjal	vp		-	-	kunjal
diantaranya	1	diantarana	-		-	-	antara
dianut	1		vp		-	-	anut
diapit	1	diaping	vp				aping
diarahkan	1	diarahkeun	vp		-	-	arah
diartikan	1	diartikeun	vp		-	-	arti
diasosiasikan	1	diasosiasikeun	vp		-	-	asosiasi
diatasi	1	ditungkulan	vp		-	-	tungkul
diatur	1		vp		-	-	atur
diaudit	1		vp				jumlah
diawali	1	dimimitian	vp		-	-	mimiti
dibaca	1		vp		-	-	baca
dibacakan	1	dibacakeun	vp		-	-	baca
dibagi	1		vp		-	-	bagi
dibagikan	1	dibagikeun	vp		-	-	bagi
dibahas	1		vp		-	-	bahas
dibajak	1	dibajo	vp		-	-	bajo
dibakukan	1	dibakukeun	vp		-	-	baku
dibalas	1	diganjar	vp		-	-	ganjar
dibanding	1	dibandingkeun	vp		-	-	banding
dibandingkan	1	dibandingkeun	vp		-	-	banding
dibangun	1	diwangun	vp		-	-	wangun
dibantu	1	dibantuan	vp		-	-	bantu
dibarengi	1	dibarengan	vp				bareng
dibatasi	1	diwatesan	vp		-	-	wates
dibawa	1		vp		-	-	bawa
dibebani	1	dibeungbeuratan	vp		-	-	beurat
dibebankan	1	dibeungbeuratkeun	vp		-	-	beurat
dibebaskan	1	dileupaskeun	vp		-	-	leupas
dibebaskan	1	dileupaskeun	vp				leupas
dibeda-bedakan	1	dibéda-bédakeun	vp		-	-	béda
dibedakan	1	dibédakeun	vp		-	-	béda
dibekuk	1	ditéwak	vp		-	-	téwak
dibeli	1	dibeuli	vp		-	-	beuli
dibenarkan	1	dibenerkeun	vp		-	-	bener
dibentuk	1	dijieun	vp		-	-	jieun
dibentuknya	1	diwangunna	vp		-	-	wangun
diberantas	1	ditumpes	vp		-	-	tumpes
diberhentikan	1	dieureunkeun	vp		-	-	eureun
diberi	1	dibéré	vp		-	-	béré
diberikan	1	dibikeun	vp		-	-	bikeun
diberitahu	1	dibéré nyaho	vp		-	-	nyaho
diberitahukan	1	dibéjakeun	vp		-	-	béja
diberitakan	0	kacaturkeun	-				kacaturkeun
diberitakan	1	diwartakeun	vp				warta
dibersihkan	1	dibersihkeun	vp		-	-	bersih
dibiarkan	1	diingkeun	vp		-	-	ingkeun
dibiasakan	1	dibiasakeun	vp		-	-	biasa
dibicarakan	1	diomongkeun	vp		-	-	omong
dibidik	1	dikécéng	vp		-	-	kécéng
dibilang	1	diitung	vp		-	-	itung
diboncengi	1	diboncéngan	vp		-	-	boncéng
dibongkar	1	dirakrak	vp		-	-	rakrak
dibuang	1	dipiceun	vp		-	-	piceun
dibuat	1	dijieun	vp		-	-	jieun
dibuatkan	1	dipangnyieunkeun	vp		-	-	jieun
dibuktikan	1	dibuktikeun	vp		-	-	bukti
dibungkus	1		vp		-	-	bungkus
dibutuhkan	1	diperlukeun	vp		-	-	perlu
dicampur	1		vp		-	-	campur
dicanangkan	1	diémbarkeun	vp		-	-	émbar
dicanangkanlah	1	diémbarkeun	vp		-	-	émbar
dicapai	1	dihontal	vp		-	-	hontal
dicari	1	ditéang	vp		-	-	téang
dicatat	1	dicatet	vp		-	-	catet
dicatat	1	dicatet	vp		-	-	catet
dicatatkan	1	dicatetkeun	vp		-	-	catet
dicegah	0	dipahing	-				pahing
dicicil	1		vp		-	-	cicil
diciptakan	1	diciptakeun	vp		-	-	cipta
diciptakannya	1	diciptakeunana	vp		-	-	cipta
diciumi	0	kalemoh	-				kalemoh
dicoba	1		vp		-	-	coba
dicopot	1	dicoplok	vp		-	-	coplok
didahulukan	1	diheulakeun	vp		-	-	heula
didampingi	1	diréndéngan	vp		-	-	réndéng
didapat	1	dipibanda	vp		-	-	banda
didapatkan	1	beunang	vp		-	-	beunang
didasari	1	dumasar	vp		-	-	dumasar
didekati	1	dideukeutan	vp		-	-	deukeut
didesak	1	didesek	vp		-	-	desek
didikan	1	atikan	n		-	-	atik
didiskusikan	1	dibadamikeun	vp		-	-	badami
didorong	1	disurungkeun	vp		-	-	surung
diduga	1	disangka	vp		-	-	sangka
diduga	1	disangka	vp		-	-	sangka
didukung	1	dirojong	vp		-	-	rojong
diekstradisi	1	diékstradisi	vp		-	-	ékstrasi
diganjar	1	ginanjar	vp		-	-	ginanjar
diganti	1	digantian	vp		-	-	ganti
digantikan	1	digantikeun	vp		-	-	ganti
digantung	1		vp		-	-	gantung
digarap	1	disambut	vp		-	-	sambut
digarap(dibajak)sawah	0	sambut	-				sambut
digelar	1	dilaksanakeun	vp		-	-	laksana
digelorakan	1	digalurakeun	vp		-	-	galura
digerebeg	1		vp		-	-	gerebeg
digeser-geser	1	digésér-gésér	vp		-	-	gésér
digiling	1		vp		-	-	giling
digital	1		a		-	-	gital
digonggongi	1	digogogan	vp		-	-	gogog
digoreng	1	digoréng	vp		-	-	goréng
digugah	1	dihudang	vp		-	-	hudang
digulingkan	1	digulingkeun	vp		-	-	guling
digunakan	1	dipaké	vp		-	-	paké
digunakannya	1	dipakéna	vp		-	-	pakéna
diguncang	1	dioyag	vp		-	-	oyag
dihadapi	1	disanghareupan	vp		-	-	sanghareup
dihadiahi	1	dikadoan	vp		-	-	kadoan
dihadiran	1	diluuhan	vp		-	-	luuhan
dihadiri	1	dihadiran	vp		-	-	hadir
diharapkan	1	diharepkeun	vp		-	-	harep
dihasilkan	1	dihasilkeun	vp		-	-	hasil
dihentikan	1	dieureunkeun	vp		-	-	eureun
dihiasi	1	dipapaésan	vp		-	-	paés
dihitung	1	diitung	vp		-	-	itung
dihormati	1	dipihormat	vp		-	-	hormat
dihubungi	1	dihubungan	vp		-	-	hubung
dihukum	1		vp		-	-	hukum
dihuni	1	dicicingan	vp		-	-	cicing
diikuti	1	dituturkeun	vp		-	-	tutur
diimbangi	1	diimbangan	vp		-	-	imbang
diingat	1	diinget	vp		-	-	inget
diingatkan	1	diingetan	v		-	-	inget
diinginkan 	1	dipikahayang	vp		-	-	hayang
diinjak	1	diidek	vp		-	-	idek
diiringi	1	dipirig	vp		-	-	pirig
diisi	1	dieusi	vp		-	-	eusi
diizinkan	1	diidinan	vp		-	-	idin
dijadikan	1	dijadikeun	vp		-	-	jadi
dijadikan-nya	1	dijadikeun-Na	vp		-	-	jadi
dijahit	1	dikaput	vp		-	-	kaput
dijalankan	1	dijalankeun	vp		-	-	jalan
dijangjikan	1	dijangjian	vp		-	-	jangji
dijatuhkan	1	digubragkeun	vp				gubrag
dijawab	1	ditémbalan	vp		-	-	témbal
dijebloskan	1	diasupkeun	vp		-	-	asup
dijelaskan	1	dijelaskeun	vp		-	-	jelas
dijemput	1		vp		-	-	jemput
dijual	1		vp		-	-	jual
dijuluki	1	katelahna	vp		-	-	katelah
dijumpai	1	ditepungan	vp		-	-	tepung
dijunjung	1	dijungjung	vp		-	-	jungjung
dikabulkan	0	makbul	-				makbul
dikaitkan	1	dikaitkeun	vp		-	-	kait
dikalahkan	1	diéléhkeun	vp		-	-	éléh
dikantongi	1	dikantongan	vp		-	-	kantong
dikasih	1	dibéré	vp		-	-	béré
dikatakan	1	disebutkeun	vp		-	-	sebut
dikecam	1	dicempad	vp		-	-	cempad
dikecualikan	0	diiwalkeun	-				iwal
dikejar	1	diudag	vp		-	-	udag
dikejar-kejar	1	diudag-udag	vp		-	-	udag
dikelola	1	dikokolakeun	vp		-	-	kokola
dikeluarkan	1	dikaluarkeun	vp		-	-	kaluar
dikemanakan	1	dikamanakeun	vp		-	-	kamana
dikembalikan	1	dipulangkeun	vp		-	-	pulang
dikembalikan	0	mulangkeun	-				mulangkeun
dikemukakan	1	diungkabkeun	vp		-	-	ungkab
dikenal	1	dipikawanoh	vp		-	-	wanoh
dikenali	1	dipikawanoh	vp		-	-	wanoh
dikendalikan	1	dikadalikeun	vp		-	-	kadali
dikendarai	1	ditumpakan	vp		-	-	tumpak
dikepung	1	ditingker	vp		-	-	tingker
dikerahkan	1	dikaluarkeun	vp		-	-	kaluar
dikeringkan	1	digaringkeun	vp		-	-	garing
dikerjakan	1	dipigawé	vp		-	-	gawé
dikerumuni	1	digembrong	vp		-	-	gembrong
diketahui	1	dipikanyaho	vp		-	-	nyaho
diketuai	1	dipupuhuan	vp		-	-	puhu
dikirim	1		vp		-	-	kirim
dikirimkan	1	dikirimkeun	vp		-	-	kirim
diklat	1		n		-	-	diklat
dikompilasi	1		vp		-	-	kompilasi
dikontrak	1		vp		-	-	kontrak
dikontrakkan	1	dikontrakkeun	vp		-	-	kontrak
dikoordinasikan	1	dikoordinasikeun	vp		-	-	koordinasi
dikorek-korek	1	dikorék-korék	vp		-	-	korék
dikoreksi	1	dibenerkeun	vp		-	-	bener
dikosongkan	1	dikosongkeun	vp		-	-	kosong
dikuasai	1	dikawasa	vp		-	-	kawasa
dikuasainya	1	dikawasana	vp		-	-	kawasa
dikunjungi	1	didatangan	vp		-	-	datang
dikuras	1	dibedahkeun	vp		-	-	bedah
dilakoni	1	dilakonan	vp		-	-	lakon
dilaksanakan	1	dilaksanakeun	vp		-	-	laksana
dilakukan	1	dipigawé	vp		-	-	laku
dilakukannya	1	dipigawé ku manéhna	vp		-	-	gawé
dilalui	1	diliwatan	vp		-	-	liwat
dilancarkan	1	dilancarkeun	vp		-	-	lancar
dilanda	1	katandangan	vp		-	-	tandang
dilandasi	1	dumasar kana	vp		-	-	dumasar kana
dilangkahi	1	diléngkahan	vp		-	-	léngkah
dilanjutkan	1	dituluykeun	vp		-	-	tuluy
dilapisi	1	dilapisan	vp		-	-	lapisan
dilaporkan	1	dilaporkeun	vp		-	-	lapor
dilayani	1	dilayanan	vp				layan
dilemparkan	1	dialungkeun	vp		-	-	alung
dilengkapi	1	dilengkepan	vp		-	-	lengkep
dilepas	1	dileupas	vp		-	-	leupas
dilepas	0	diabur	vp				abur
dilihat	1	ditempo	vp		-	-	tempo
dilimpahkan	1	dioperkeun	vp		-	-	oper
dilindungi	1	ditangtayungan	vp		-	-	tangtayung
diliputi	1	dikeputan	vp		-	-	keput
dilontarkan	1	dialungkeun	vp		-	-	alung
diluruskan	1	dilelempeng	vp		-	-	lempeng
dimainkan	1	dicoo	vp		-	-	coo
dimana	1	di mana	vp		-	-	mana
dimana-mana	1	di mamana	vp		-	-	mana
dimanfaatkan	1	dimangpaatkeun	vp		-	-	mangpaat
dimasuki	1	diasupan	vp		-	-	asup
dimasukkan	1	diasupkeun	vp		-	-	asup
dimenangkan	1	dimeunangkeun	vp		-	-	meunang
dimiliki	1	dipiboga	vp		-	-	boga
diminta	1	dipénta	vp		-	-	pénta
dimodifikasi	1		vp		-	-	mofikasi
dimulai	1	dimimitian	vp		-	-	mimiti
dimusnahkan	1	dibinasakeun	vp		-	-	binasa
dinaikkan	1	ditaékkeun	vp		-	-	taék
dinamakan	1	dingaranan	vp		-	-	ngaran
dinamis	1		a		-	-	dinamis
dinas	1	dines	n		-	-	dines
dinasehati	1	dipapagahan	vp		-	-	pagah
dingin	0	tiris	a		-	-	tiris
dingin	1	tiis	a		-	-	tiis
dinginnya	1	tirisna	a		-	-	tiris
dingklik	1	jojodog	n		imah	-	jojodog
dinilai	1	dipeunteun	vp		-	-	peunteun
dinyatakan	1	dinyatakeun	vp		-	-	nyata
diolah	1	dikokolakeun	vp		-	-	kokola
dioperasikan	1	dioperasikeun	-		-	-	operasi
dipagar	1	dipager	vp		-	-	pager
dipagari	1	dipageran	vp		-	-	pager
dipahami	1	dipahaman	vp		-	-	paham
dipakai	1	dipaké	vp		-	-	paké
dipandang	1	ditempo	vp		-	-	tempo
dipanggang	1	dibeuleum	vp		-	-	beuleum
dipanggil	1	digeroan	vp		-	-	geroan
dipaparkan	1	didadarkeun	vp		-	-	dadar
diparkir	1		vp		-	-	parkir
dipasang	1		vp		-	-	pasang
dipastikan	1	dipastikeun	vp		-	-	pasti
dipecahkan	1	dipeupeuskeun	vp		-	-	peupeus
dipegang	1	dicekel	vp		-	-	cekel
dipelihara	1	dipulasara	vp		-	-	pulasara
dipeluk	1	dikeukeup	vp		-	-	keukeup
dipengaruhi	1	dipangaruhan	vp		-	-	pangaruh
dipenjara	1		vp		-	-	penjara
dipenuhi	1	dipinuhan	vp		-	-	pinuh
diperbaiki	1	dibenerkeun	vp		-	-	bener
diperbantukan	1	dibabantukeun	vp		-	-	bantu
diperbesar	1	digedéan	vp		-	-	gedé
diperbolehkan	1	meunang	vp		-	-	beunang
dipercayai	1	dipercaya	vp		-	-	percaya
diperdebatkan	1	disawalakeun	vp		-	-	sawala
diperebutkan	1	diparebutkeun	vp		-	-	parebut
dipergunakan	1	dipaké	vp		-	-	paké
diperhitungkan	1	diitung	vp		-	-	itung
diperiksa	1	dipariksa	vp		-	-	pariksa
diperkenalkan	1	diwanohkeun	vp		-	-	wanoh
diperkenankan	1	diidinan	vp		-	-	idin
diperkirakan	1	kira-kira	ad				kira
diperlihatkan	1	dipintonkeun	vp		-	-	pinton
diperlukan	1	diperlukeun	vp		-	-	perlu
diperoleh	1	ditampa	vp		-	-	tampa
dipersiapkan	1	disiapkeun	vp		-	-	siap
dipersilakan	1	sina	vp		-	-	sina
dipertanyakan	1	ditatanyakeun	vp		-	-	tanya
dipertimbangkan	1	ditimbang-timbang	vp				timbang
dipestakan	0	renceng	-				renceng
dipikir	1		vp		-	-	pikir
dipilah-pilah	1	diwilah-wilah	vp		-	-	wilah
dipilih	1		vp		-	-	pilih
dipilihnya	1	dipilihna	vp		-	-	pilih
dipimpin	1	dipingpin	vp		-	-	pingpin
dipimpinnya	1	dipingpinna	vp		-	-	pingpin
dipinjam	1	diinjeum	vp		-	-	injeum
dipoligami	1	diwayuh	vp		-	-	wayuh
diproduksi	1		vp		-	-	produksi
diproses	1	diprosés	vp		-	-	prosés
diprotes	1	diprotés	vp		-	-	protés
dipukul	1	ditakol	vp		-	-	takol
dipukuli	1	ditakolan	vp		-	-	takol
dipusatkan	1	dipuseurkeun	vp		-	-	puseur
diputuskan	1	dipegatkeun	vp		-	-	pegat
dirahasiakan	1	dirusiahkeun	vp		-	-	rusiah
diraih	1	dihontal	vp		-	-	hontal
dirancang	1	dirarancang	vp		-	-	rancang
dirawat	1		vp		-	-	rawat
direalisasikannya	1	dilaksanakeunana	vp		-	-	laksana
direbut	1		vp		-	-	rebut
direktur	1	diréktur	vp		-	-	réktur
diremajakan	1	dirumajakeun	vp		-	-	rumaja
diremas-remas	1	digecek	vp		-	-	gecek
diresmikan	1	diresmikeun	vp		-	-	resmi
dirombak	1		vp		-	-	rombak
dirumuskan	1	dirumuskeun	vp		-	-	rumus
dirundung	1	kapuuk	vp				puuk
disahkan	1	disahkeun	vp		-	-	sah
disaksikan	0	kasaksen	-				kasaksen
disalin	1	dicutat	vp		-	-	cutat
disalurkan	1	disalurkeun	vp		-	-	salur
disamakan	1	disaruakeun	vp		-	-	sarua
disamaratakan	1	disamarutkeun	vp		-	-	samarut
disambut	1	dipapag	vp		-	-	papag
disampaikan	1	ditepikeun	vp		-	-	tepi
disampaikannya	1	dipangnepikeun	vp		-	-	tepi
disangkanya	1	disangkana	vp		-	-	sangka
disanjung	1	dipuji	vp		-	-	puji
disatukan	1	dihijikeun	vp		-	-	hiji
disayangkan	1	pikalebareun	a		-	-	lebar
disebarkan	1	disebarkeun	vp		-	-	sebar
disebut	1		vp		-	-	sebut
disebutkan	1	disebutkeun	vp		-	-	sebut
disebutnya	1	disebutna	vp		-	-	sebut
disebut-sebut	1		vp		-	-	sebut
disediakan	1	disadiakeun	vp		-	-	sadia
disekat	1	dipenggel	vp		-	-	penggel
diselamatkan	1	disalametkeun	vp		-	-	salamet
diselenggarakan	1	diayakeun	vp		-	-	aya
diselesaikan	1	dipungkas	vp		-	-	pungkas
diselidiki	1	ditalungtik	vp		-	-	talungtik
disembah	1		vp		-	-	sembah
disembunyikan	1	disumputkeun	vp		-	-	sumput
disempurnakan	1	disampurnakeun	vp		-	-	sampurna
disengat	1	diseureud	vp		-	-	seureud
diserahkan	1	dibikeun	vp		-	-	bikeun
diserap	1	diserep	vp		-	-	serep
disertai	1	dibarung	vp		-	-	barung
disertai	1	dibarengan	vp		-	-	bareng
disertai	1	dibiruyungan	vp		-	-	biruyung
diserukan	1	dicelukkeun	vp		-	-	celuk
disesuaikan	1	disaluyukeun	vp		-	-	saluyu
disetujui	1	disatujuan	vp		-	-	satujuan
disewakan	1	diséwakeun	vp		-	-	séwa
disiapkan	1	disiapkeun	vp		-	-	siap
disimak	1	diregepkeun	vp		-	-	regep
disimpan	1	ditunda	vp		-	-	tunda
disini	1	di dieu	ad				
disiplin	1		a		-	-	disiplin
disisakan	1	disésakeun	vp		-	-	sésa
disita	1	dijabél	vp		-	-	jabél
diskriminasi	1		n		-	-	diskriminasi
diskusi	1	sawala	n		-	-	sawala
disponsori	1	disponsoran	vp		-	-	sponsor
disuapi	1	dihuapan	vp		-	-	huap
disuguhi	1	disuguhan	vp		-	-	suguh
disurati	1	disuratan	vp		-	-	surat
disuruh	1	dititah	vp		-	-	titah
disusul	1		vp		-	-	susul
disusun	1		vp		-	-	susun
ditafsirkan	1	ditapsirkeun	vp		-	-	tapsir
ditagih	1		vp		-	-	tagih
ditahan	1		vp		-	-	tahan
ditaklukkan	1	ditalukkeun	vp		-	-	taluk
ditambah	1		vp		-	-	tambah
ditambahkan	1	ditambahkeun	vp		-	-	tambah
ditambal	1		vp		-	-	tambal
ditampari	1	digaplokan	vp		-	-	gaplok
ditampilkan	0	dipidangkeun	-				pidang
ditandai	1	ditandaan	vp		-	-	tanda
ditandaskan	1	ditanjeurkeun	vp		-	-	tanjeur
ditandatangani	1	ditandatanganan	vp		-	-	tandatangan
ditangani	1	ditungkulan	vp				tungkul
ditanggulangi	1	diungkulan	vp		-	-	ungkul
ditanggung	1		vp		-	-	tanggung
ditangkap	1	ditéwak	vp		-	-	téwak
ditanya	1		vp		-	-	tanya
ditanyai	1	ditaros	vp		-	-	taros
ditanyakan	1	ditanyakeun	vp		-	-	tanya
ditawari	1	ditawaran	vp		-	-	tawar
ditawarkan	1	ditawarkeun	vp		-	-	tawar
ditebarkan	1	diawurkeun	vp		-	-	awur
ditelepon	1		vp		-	-	telepon
diteliti	1	ditalungtik	vp		-	-	talungtik
ditelpon	1	ditelepon	vp		-	-	telepon
ditelusuri	1	disusud	vp		-	-	susud
ditemani	1	dibaturan	vp		-	-	batur
ditembak	1	ditémbak	vp		-	-	témbak
ditembus	1		vp		-	-	tembus
ditempati	1	ditempatan	vp		-	-	tempat
ditempatkan	1	ditempatkeun	vp		-	-	tempat
ditempel	1	ditémpél	vp		-	-	témpél
ditemui	1	dipanggihan	vp		-	-	panggih
ditemukan	1	kapanggih	vp		-	-	panggih
ditemukannya	1	kapanggihna	vp		-	-	panggih
ditengarai	1	disangka	vp		-	-	sangka
ditentukan	1	dicindekkeun	vp		-	-	cindek
ditentukan	1	ditangtukeun	vp		-	-	tangtu
diterapkan	1	dilarapkeun	vp		-	-	larap
diterbangkan	1	diapungkeun	vp		-	-	apung
diterbitkan	1	dipedar	vp		-	-	pedar
diterima	1	ditarima	vp		-	-	tarima
diterjemahkan	1	ditarjamahkeun	vp		-	-	tarjamah
diteror	1	ditéror	vp		-	-	téror
diteruskan	1	diteruskeun	vp		-	-	terus
dites	1	dités	vp		-	-	tés
ditetapkan	1	ditetepkeun	vp		-	-	tetep
ditimpakannya	1	ditibankeunana	vp		-	-	tiban
ditinggalkan	1	ditinggalkeun	vp		-	-	tinggal
ditinggalkannya	1	ditinggalkeun ku manéhna	vp		-	-	tinggal
ditingkatkan	1	dironjatkeun	vp		-	-	ronjat
ditipu	1	kapacikeuh	vp				pacikeuh
ditolak	1	ditampik	vp		-	-	tampik
dituangkan	1	dicicikeun	vp		-	-	cici
dituding	1	disangka	vp		-	-	sangka
ditugaskan	1	ditugaskeun	vp		-	-	tugas
ditukar	1	ditukeur	vp		-	-	tukeur
ditulis	1		vp		-	-	tulis
dituliskan	1	dituliskeun	vp		-	-	tulis
ditumbuhi	1	diwuwuhan	vp		-	-	wuwuh
ditumpas	1	ditumpes	vp		-	-	tumpes
ditunjuk	1		vp		-	-	tunjuk
ditunjukkan	1	ditembrakkeun	vp		-	-	tembrak
dituntut	1	ditungtut	vp		-	-	tungtut
diturunkan	1	diturunkeun	vp		-	-	turun
ditutup	1		vp		-	-	tutup
ditutupi	1	ditutupan	vp		-	-	tutup
dituturkan	1	diomongkeun	vp		-	-	omong
diubah	1	dirobah	vp		-	-	robah
diumumkan	1	disalabarkeun	vp		-	-	salabar
diundang	1	diondang	vp		-	-	ondang
diunggulkan	1	dijagokeun	vp		-	-	jago
diungkapkan	1	diungkabkeun	vp		-	-	ungkab
diupayakan	1	ditarékahan	vp		-	-	tarékah
diusahakan	1	ditarékahan	vp		-	-	tarékah
diusung	1	dipunggu	vp		-	-	punggu
diutarakan	1	dikedalkeun	vp		-	-	kedal
diutus	1		vp		-	-	utus
diwajibkan	1	diwajibkeun	vp		-	-	wajib
diwakili	1	diwakilan	vp		-	-	wakil
diwarnai	1	diwarnaan	vp		-	-	warnaan
diwaspadai	1	diwaspadaan	vp		-	-	waspada
doa	0	pidua	-				pidua
doktor	1		n		-	-	doktor
doktrin	1		n		-	-	doktrin
dokumen	1	dokumén	n		-	-	dokumén
dokumentasi	1	dokuméntasi	n		-	-	dokuméntasi
domain	1		n		-	-	domain
domba	1		n		sato	-	domba
dosa	1		n		-	-	dosa
